price,street,beds,baths,sq ft,link
259900,"505 Bellevue Pl #7, Austin, TX 78705",1 bed,1.5 baths,699,www.redfin.com/TX/Austin/505-Bellevue-Pl-78705/unit-7/home/31405040
199990,"1730 Timber Ridge Rd #152, Austin, TX 78741",2 beds,2 baths,809,www.redfin.com/TX/Austin/1730-Timber-Ridge-Rd-78741/unit-152/home/31637738
550000,"15200 Falcon Dr, Austin, TX 78734",4 beds,2.5 baths,"2,045",www.redfin.com/TX/Austin/15200-Falcon-Dr-78734/home/31278241
799000,"2201 Trede Dr, Austin, TX 78745",3 beds,2.5 baths,"1,957",www.redfin.com/TX/Austin/2201-Trede-Dr-78745/home/31771623
972000,"7809 Tusman Dr, Austin, TX 78735",4 beds,4 baths,"3,907",www.redfin.com/TX/Austin/7809-Tusman-Dr-78735/home/31147919
290000,"8501 Shallot Way, Austin, TX 78748",3 beds,2 baths,"1,025",www.redfin.com/TX/Austin/8501-Shallot-Way-78748/home/31149827
650000,"4602 Alf Ave Unit B, Austin, TX 78721",3 beds,2.5 baths,"1,673",www.redfin.com/TX/Austin/4602-Alf-Ave-78721/unit-B/home/31375491
374950,"12105 Terraza Cir #67, Austin, TX 78726",3 beds,3.5 baths,"2,233",www.redfin.com/TX/Austin/12105-Terraza-Cir-78726/unit-67/home/40597976
315000,"12004 Thompkins Dr, Austin, TX 78753",3 beds,2 baths,"1,304",www.redfin.com/TX/Austin/12004-Thompkins-Dr-78753/home/31528655
920000,"2506 Enfield Rd Unit B, Austin, TX 78703",3 beds,2.5 baths,"1,800",www.redfin.com/TX/Austin/2506-Enfield-Rd-78703/unit-B/home/34090093
700000,"4701 Pony Chase, Austin, TX 78727",3 beds,2 baths,"2,119",www.redfin.com/TX/Austin/4701-Pony-Chase-78727/home/31554884
399900,"6801 Beckett Rd Unit 135L, Austin, TX 78749",2 beds,2 baths,"1,131",www.redfin.com/TX/Austin/6801-Beckett-Rd-78749/unit-135L/home/31033158
430000,"9115 Looksee Ln, Austin, TX 78744",3 beds,2.5 baths,"1,876",www.redfin.com/TX/Austin/9115-Looksee-Ln-78744/home/172473804
895000,"4804 Westfield Dr, Austin, TX 78731",3 beds,2 baths,"1,938",www.redfin.com/TX/Austin/4804-Westfield-Dr-78731/home/31250253
439000,"2603 Brickford Cv, Austin, TX 78745",4 beds,2 baths,"1,653",www.redfin.com/TX/Austin/2603-Brickford-Cv-78745/home/31966356
475000,"8611 Devine Ln, Austin, TX 78748",4 beds,2.5 baths,"2,072",www.redfin.com/TX/Austin/8611-Devine-Ln-78748/home/31801307
315000,"1910 Robbins Pl #105, Austin, TX 78705",2 beds,2 baths,"1,005",www.redfin.com/TX/Austin/1910-Robbins-Pl-78705/unit-105/home/31225935
1200000,"1603 Westlake Dr, West Lake Hills, TX 78746",3 beds,2 baths,"1,974",www.redfin.com/TX/West-Lake-Hills/1603-Westlake-Dr-78746/home/31236369
2275000,"15400 Watumba Rd, Austin, TX 78734",5 beds,4.5 baths,"4,991",www.redfin.com/TX/Austin/15400-Watumba-Rd-78734/home/187494046
897000,"2310 Euclid Ave, Austin, TX 78704",2 beds,2 baths,"1,587",www.redfin.com/TX/Austin/2310-Euclid-Ave-78704/home/31687712
650000,"6109 Seville Dr, Austin, TX 78724",3 beds,2 baths,"2,918",www.redfin.com/TX/Austin/6109-Seville-Dr-78724/home/31416369
819000,"5109 Glissman Rd #1, Austin, TX 78702",3 beds,3 baths,"2,132",www.redfin.com/TX/Austin/5109-Glissman-Rd-78702/unit-1/home/31365603
975000,"5100 Hadle Cv, Austin, TX 78730",4 beds,3 baths,"3,555",www.redfin.com/TX/Austin/5100-Hadle-Cv-78730/home/31297333
610000,"4412 Red River St, Austin, TX 78751",2 beds,1 bath,"1,074",www.redfin.com/TX/Austin/4412-Red-River-St-78751/home/31422474
419900,"9424 Shady Oaks Dr, Austin, TX 78729",3 beds,2 baths,"1,793",www.redfin.com/TX/Austin/9424-Shady-Oaks-Dr-78729/home/32786742
3499000,"4 Westgate Cir, Austin, TX 78746",3 beds,3.5 baths,"3,003",www.redfin.com/TX/Austin/4-Westgate-Cir-78746/home/31212197
1150000,"1311 Wilderness Dr, Austin, TX 78746",4 beds,2 baths,"1,861",www.redfin.com/TX/Austin/1311-Wilderness-Dr-78746/home/31208717
640000,"11403 Circle Bend Dr, Austin, TX 78758",4 beds,2 baths,"2,078",www.redfin.com/TX/Austin/11403-Circle-Bend-Dr-78758/home/31915283
749000,"410 W Alpine Rd #3, Austin, TX 78704",3 beds,3.5 baths,"1,744",www.redfin.com/TX/Austin/410-W-Alpine-Rd-78704/unit-3/home/179147528
650000,"12009 Natures Bnd, Austin, TX 78753",5 beds,3 baths,"2,884",www.redfin.com/TX/Austin/12009-Natures-Bnd-78753/home/52405413
649000,"1600 Barton Springs Rd #1407, Austin, TX 78704",2 beds,2 baths,"1,117",www.redfin.com/TX/Austin/1600-Barton-Springs-Rd-78704/unit-1407/home/31158653
300000,"5905 Los Dios Pl, Del Valle, TX 78617",4 beds,2 baths,"1,448",www.redfin.com/TX/Del-Valle/5905-Los-Dios-Pl-78617/home/31029115
425000,"4319 Airport Blvd, Austin, TX 78722",2 beds,1 bath,"1,110",www.redfin.com/TX/Austin/4319-Airport-Blvd-78722/home/31417966
550000,"7715 Copano Dr, Austin, TX 78749",3 beds,2 baths,"1,737",www.redfin.com/TX/Austin/7715-Copano-Dr-78749/home/31749123
899000,"1813 E 38th 1/2 St #2, Austin, TX 78722",3 beds,2.5 baths,"1,713",www.redfin.com/TX/Austin/1813-E-38th-1-2-St-78722/unit-2/home/200243734
549000,"6501 E Hill Dr #125, Austin, TX 78731",4 beds,3 baths,"2,236",www.redfin.com/TX/Austin/6501-E-Hill-Dr-78731/unit-125/home/31263749
1150000,"6203 Olympic Overlook Dr, Austin, TX 78746",4 beds,3 baths,"2,582",www.redfin.com/TX/Austin/6203-Olympic-Overlook-78746/home/31216360
899000,"1406 Summit St, Austin, TX 78741",6 beds,4 baths,"2,292",www.redfin.com/TX/Austin/1406-Summit-St-78741/home/31624343
785000,"10218 Braemar Dr, Austin, TX 78747",4 beds,3 baths,"2,957",www.redfin.com/TX/Austin/10218-Braemar-Dr-78747/home/31840517
1049000,"2320 Montclaire St, Austin, TX 78704",5 beds,4 baths,"2,216",www.redfin.com/TX/Austin/2320-Montclaire-St-78704/home/31678965
425000,"1412 Elbe St, Pflugerville, TX 78660",4 beds,2.5 baths,"2,403",www.redfin.com/TX/Pflugerville/1412-Elbe-St-78660/home/109914911
299000,"2220 Webberville Rd #303, Austin, TX 78702",1 bed,1 bath,682,www.redfin.com/TX/Austin/2220-Webberville-Rd-78702/unit-303/home/179147463
209000,"4501 Jackson Ave #5206, Austin, TX 78731",1 bed,1 bath,828,www.redfin.com/TX/Austin/4501-Jackson-Ave-78731/unit-5206/home/172477944
649000,"12606 Palfrey Dr, Austin, TX 78727",4 beds,3 baths,"2,637",www.redfin.com/TX/Austin/12606-Palfrey-Dr-78727/home/31019362
450000,"7312 Morning Sunrise Cv, Austin, TX 78735",3 beds,2 baths,"1,472",www.redfin.com/TX/Austin/7312-Morning-Sunrise-Cv-78735/home/34244139
445000,"7301 Providence Ave Unit A, Austin, TX 78752",3 beds,2.5 baths,"1,423",www.redfin.com/TX/Austin/7301-Providence-Ave-78752/unit-A/home/164417460
6950000,"2404 Camino Alto Rd, Austin, TX 78746",6 beds,6.5 baths,"7,146",www.redfin.com/TX/Austin/2404-Camino-Alto-78746/home/31245785
729000,"4829 Pyrenees Pass, Austin, TX 78738",5 beds,3.5 baths,"3,801",www.redfin.com/TX/Austin/4829-Pyrenees-Pass-78738/home/39976167
639000,"2611 Coatbridge Dr, Austin, TX 78745",3 beds,2 baths,"1,416",www.redfin.com/TX/Austin/2611-Coatbridge-Dr-78745/home/31722367
399000,"11202 Blossom Bell Dr, Austin, TX 78758",3 beds,2 baths,"1,430",www.redfin.com/TX/Austin/11202-Blossom-Bell-Dr-78758/home/31524482
350000,"1307 Southport Dr Unit B, Austin, TX 78704",2 beds,1.5 baths,967,www.redfin.com/TX/Austin/1307-Southport-Dr-78704/unit-B/home/171548627
230000,"2413 Leon St #108, Austin, TX 78705",2 beds,1 bath,789,www.redfin.com/TX/Austin/2413-Leon-St-78705/unit-108/home/31398301
1450000,"1513 Forest Trl #3, Austin, TX 78703",3 beds,2.5 baths,"1,892",www.redfin.com/TX/Austin/1513-Forest-Trl-78703/unit-3/home/40193392
15900000,"1003 The High Rd, Austin, TX 78746",7 beds,9.5 baths,"10,912",www.redfin.com/TX/Austin/1003-The-High-Rd-78746/home/31242851
460000,"7337 Menchaca Rd #38, Austin, TX 78745",3 beds,2.5 baths,"1,886",www.redfin.com/TX/Austin/7337-Menchaca-Rd-78745/unit-38/home/51581304
525000,"1931 E 38 1/2 St #43, Austin, TX 78723",2 beds,2.5 baths,"1,359",www.redfin.com/TX/Austin/1931-E-38th-1-2-St-78723/unit-43/home/144009329
375000,"5515 Davis Ln #52, Austin, TX 78749",2 beds,2.5 baths,"1,805",www.redfin.com/TX/Austin/5515-Davis-Ln-78749/unit-52/home/145890776
1100000,"4303 Endcliffe Dr, Austin, TX 78731",4 beds,2.5 baths,"2,371",www.redfin.com/TX/Austin/4303-Endcliffe-Dr-78731/home/31290601
689000,"6729 Vicenza Dr, Austin, TX 78739",3 beds,2.5 baths,"1,896",www.redfin.com/TX/Austin/6729-Vicenza-Dr-78739/home/143503392
529000,"7812 Ella Lee Ln, Austin, TX 78744",4 beds,2.5 baths,"2,411",www.redfin.com/TX/Austin/7812-Ella-Lee-Ln-78744/home/179151081
490000,"102 W Covington Dr, Austin, TX 78753",3 beds,2 baths,"1,398",www.redfin.com/TX/Austin/102-W-Covington-Dr-78753/home/31915877
1350000,"800 W 5th St #1104, Austin, TX 78703",2 beds,2 baths,"2,215",www.redfin.com/TX/Austin/800-W-5th-St-78703/unit-1104/home/30996511
2795000,"5507 Clay Ave Unit 1A, 1B, 1C, Austin, TX 78756",8 beds,8 baths,"4,035",www.redfin.com/TX/Austin/5507-Clay-Ave-78756/unit-1A-1B-1C/home/200234623
5900000,"210 Lavaca St #3503, Austin, TX 78701",3 beds,3.5 baths,"3,562",www.redfin.com/TX/Austin/210-Lavaca-St-78701/unit-3503/home/40130818
645000,"4521 Pyrenees Pass Pass, Bee Cave, TX 78738",4 beds,2.5 baths,"2,317",www.redfin.com/TX/Bee-Cave/4521-Pyrenees-Pass-78738/home/31161676
600000,"5109 Stone Gate Dr #2, Austin, TX 78721",3 beds,3.5 baths,"1,940",www.redfin.com/TX/Austin/5109-Stone-Gate-Dr-78721/unit-2/home/185517750
450000,"3011 Foxton Cv, Austin, TX 78748",3 beds,2 baths,"1,542",www.redfin.com/TX/Austin/3011-Foxton-Cv-78748/home/31816280
599000,"5421 Agatha Cir, Austin, TX 78724",2 beds,2.5 baths,"2,026",www.redfin.com/TX/Austin/5421-Agatha-Cir-78724/home/31396435
2600000,"2000 Raleigh Ave, Austin, TX 78703",4 beds,4.5 baths,"3,556",www.redfin.com/TX/Austin/2000-Raleigh-Ave-78703/home/105274246
849000,"3808 Avenue F, Austin, TX 78751",2 beds,1 bath,"1,320",www.redfin.com/TX/Austin/3808-Avenue-F-78751/home/31421039
599000,"9010 Quail Creek Dr, Austin, TX 78758",4 beds,2.5 baths,"2,829",www.redfin.com/TX/Austin/9010-Quail-Creek-Dr-78758/home/31504124
1025000,"10511 Skyflower Dr, Austin, TX 78759",4 beds,2.5 baths,"2,783",www.redfin.com/TX/Austin/10511-Skyflower-Dr-78759/home/31319327
535000,"12307 Cahone Trl, Austin, TX 78729",4 beds,4 baths,"2,348",www.redfin.com/TX/Austin/12307-Cahone-Trl-78729/home/32768849
619900,"9322 Lightwood Loop, Austin, TX 78748",4 beds,2 baths,"2,163",www.redfin.com/TX/Austin/9322-Lightwood-Loop-78748/home/31794930
385000,"2302 E Side Dr #28, Austin, TX 78704",2 beds,1.5 baths,964,www.redfin.com/TX/Austin/2302-East-Side-Dr-78704/unit-28/home/31143382
1400000,"1813 Graveyard Point Rd, Austin, TX 78734",2 beds,2.5 baths,"1,160",www.redfin.com/TX/Austin/1813-Graveyard-Point-Rd-78734/home/31307862
509990,"8204 Williamson Creek Dr, Austin, TX 78736",3 beds,2.5 baths,"2,103",www.redfin.com/TX/Austin/8204-Williamson-Creek-Dr-78736/home/31703784
1029000,"3524 Gonzales St Unit 1A, Austin, TX 78702",4 beds,3.5 baths,"2,147",www.redfin.com/TX/Austin/3524-Gonzales-St-78702/unit-1A/home/200231966
279000,"14511 Amy Francis St, Austin, TX 78725",3 beds,2 baths,"1,662",www.redfin.com/TX/Austin/14511-Amy-Francis-St-78725/home/31631342
799000,"1114 Mariposa Dr Unit B, Austin, TX 78704",3 beds,2.5 baths,"1,501",www.redfin.com/TX/Austin/1114-Mariposa-Dr-78704/unit-B/home/144009040
534900,"7007 Woodford Way, Austin, TX 78744",5 beds,3 baths,"1,844",www.redfin.com/TX/Austin/7007-Woodford-Way-78744/home/179155493
535000,"7717 Manassas Dr, Austin, TX 78745",3 beds,2 baths,"1,431",www.redfin.com/TX/Austin/7717-Manassas-Dr-78745/home/31771454
275000,"6723 Old Quarry Ln, Austin, TX 78731",1 bed,1.5 baths,741,www.redfin.com/TX/Austin/6723-Old-Quarry-Ln-78731/home/31272012
550000,"1801 Ohlen Rd, Austin, TX 78757",3 beds,2 baths,"1,646",www.redfin.com/TX/Austin/1801-Ohlen-Rd-78757/home/31497390
345000,"11800 Bracco Dr, Austin, TX 78748",3 beds,2.5 baths,"1,753",www.redfin.com/TX/Austin/11800-Bracco-Dr-78748/home/167255392
976509,"324 Leaning Rock Rdg, Austin, TX 78737",4 beds,3.5 baths,"3,002",www.redfin.com/TX/Austin/324-Leaning-Rock-Rdg-78737/home/200227483
1075000,"501 West Ave #804, Austin, TX 78701",2 beds,2 baths,"1,327",www.redfin.com/TX/Austin/501-West-Ave-78701/unit-804/home/147336130
355000,"8516 Woodstone Dr, Austin, TX 78757",3 beds,1.5 baths,901,www.redfin.com/TX/Austin/8516-Woodstone-Dr-78757/home/31502990
699000,"4323 Spicewood Springs Rd #6, Austin, TX 78759",2 beds,2.5 baths,"1,661",www.redfin.com/TX/Austin/4323-Spicewood-Springs-Rd-78759/unit-6/home/171257729
300000,"4010 Reeders Dr, Austin, TX 78725",3 beds,2.5 baths,"2,049",www.redfin.com/TX/Austin/4010-Reeders-Dr-78725/home/32010753
305000,"11203 Ranch Road 2222 Rd #905, Austin, TX 78730",2 beds,2.5 baths,"1,259",www.redfin.com/TX/Austin/11203-Ranch-Road-2222-78730/unit-905/home/31078452
775000,"14928 Thatcher Dr, Austin, TX 78717",4 beds,3.5 baths,"2,970",www.redfin.com/TX/Austin/14928-Thatcher-Dr-78717/home/32867765
898000,"4402 Authentic Dr #69, Austin, TX 78731",4 beds,3.5 baths,"2,178",www.redfin.com/TX/Austin/4402-Authentic-Dr-78731/unit-69/home/169742269
595000,"1614 Elmira Rd, Austin, TX 78721",3 beds,2 baths,"1,556",www.redfin.com/TX/Austin/1614-Elmira-Rd-78721/home/31393558
375000,"1202 Hackberry St, Austin, TX 78702",1 bed,1 bath,728,www.redfin.com/TX/Austin/1202-Hackberry-St-78702/home/31375531
3500000,"210 Lavaca St #2301, Austin, TX 78701",2 beds,2.5 baths,"1,953",www.redfin.com/TX/Austin/210-Lavaca-St-78701/unit-2301/home/39988655
565000,"420 Manchester Ln, Austin, TX 78737",4 beds,2.5 baths,"2,372",www.redfin.com/TX/Austin/420-Manchester-Ln-78737/home/33714211
385000,"14922 Running Deer Trl, Austin, TX 78734",3 beds,2 baths,"1,200",www.redfin.com/TX/Austin/14922-Running-Deer-Trl-78734/home/31299980
1449000,"2716 Hillview Green Ln, Austin, TX 78703",3 beds,3.5 baths,"3,075",www.redfin.com/TX/Austin/2716-Hillview-Green-Ln-78703/home/31239363
285000,"1101 E Parmer Ln #318, Austin, TX 78753",2 beds,2.5 baths,"1,441",www.redfin.com/TX/Austin/1101-E-Parmer-Ln-78753/unit-318/home/31134009
635000,"5423 Fairmont Cir, Austin, TX 78745",3 beds,2 baths,"1,540",www.redfin.com/TX/Austin/5423-Fairmont-Cir-78745/home/31962243
181000,"1200 E 52nd St #204, Austin, TX 78723",1 bed,1 bath,575,www.redfin.com/TX/Austin/1200-E-52nd-St-78723/unit-204/home/192562502
849000,"1608 Sylvan Glade #1, Austin, TX 78745",3 beds,2.5 baths,"1,839",www.redfin.com/TX/Austin/1608-Sylvan-Glade-78745/unit-1/home/200223620
305000,"7122 Wood Hollow Dr #76, Austin, TX 78731",2 beds,1.5 baths,"1,158",www.redfin.com/TX/Austin/7122-Wood-Hollow-Dr-78731/unit-76/home/31277342
440000,"4801 Springdale Rd #1107, Austin, TX 78723",2 beds,2 baths,"1,306",www.redfin.com/TX/Austin/4801-Springdale-Rd-78723/unit-1107/home/188533510
300000,"8824 Southwick Dr, Austin, TX 78724",3 beds,2 baths,"1,149",www.redfin.com/TX/Austin/8824-Southwick-Dr-78724/home/31166069
699000,"9507 Kempler Dr, Austin, TX 78748",8 beds,8 baths,"3,616",www.redfin.com/TX/Austin/9507-Kempler-Dr-78748/home/31810943
699000,"9509 Kempler Dr, Austin, TX 78748",8 beds,8 baths,"3,616",www.redfin.com/TX/Austin/9509-Kempler-Dr-78748/home/31810940
1725000,"3210 Enfield Rd, Austin, TX 78703",4 beds,2.5 baths,"3,130",www.redfin.com/TX/Austin/3210-Enfield-Rd-78703/home/30962449
315000,"9019 Wellesley Dr, Austin, TX 78754",2 beds,2 baths,"1,074",www.redfin.com/TX/Austin/9019-Wellesley-Dr-78754/home/31469408
399000,"4801 Springdale Rd #1401, Austin, TX 78723",2 beds,2 baths,966,www.redfin.com/TX/Austin/4801-Springdale-Rd-78723/unit-1401/home/191783056
2499995,"1604 Garner Ave, Austin, TX 78704",4 beds,3.5 baths,"2,752",www.redfin.com/TX/Austin/1604-Garner-Ave-78704/home/31200092
1025000,"301 West Ave #1301, Austin, TX 78701",2 beds,2 baths,"1,016",www.redfin.com/TX/Austin/301-West-Ave-78701/unit-1301/home/147343100
299000,"1304 Summit St #101, Austin, TX 78741",2 beds,1 bath,764,www.redfin.com/TX/Austin/1304-Summit-St-78741/unit-101/home/31623992
575000,"1300 Harriet Ct, Austin, TX 78756",2 beds,1 bath,"1,005",www.redfin.com/TX/Austin/1300-Harriet-Ct-78756/home/31454100
349000,"710 Colorado St Unit 4G, Austin, TX 78701",1 bed,1 bath,638,www.redfin.com/TX/Austin/710-Colorado-St-78701/unit-4G/home/31901773
1250000,"3311 Bonnie Rd, Austin, TX 78703",2 beds,1 bath,"1,293",www.redfin.com/TX/Austin/3311-Bonnie-Rd-78703/home/31233864
1200000,"17019 Rocky Ridge Rd, Austin, TX 78734",3 beds,2 baths,"1,120",www.redfin.com/TX/Austin/17019-Rocky-Ridge-Rd-78734/home/31325077
382990,"14124 Edna Maxine Walk, Del Valle, TX 78617",4 beds,3 baths,"2,366",www.redfin.com/TX/Del-Valle/14124-Edna-Maxine-Walk-78617/home/200201814
345000,"6017 Adair Dr, Austin, TX 78754",3 beds,2.5 baths,"2,515",www.redfin.com/TX/Austin/6017-Adair-Dr-78754/home/40131866
285000,"4912 Cabob St, Austin, TX 78744",3 beds,2 baths,"1,254",www.redfin.com/TX/Austin/4912-Cabob-St-78744/home/31652888
326990,"14110 Edna Maxine Walk, Del Valle, TX 78617",3 beds,2 baths,"1,463",www.redfin.com/TX/Del-Valle/14110-Edna-Maxine-Walk-78617/home/200201485
499000,"2500 Longview St #418, Austin, TX 78705",2 beds,2 baths,"1,010",www.redfin.com/TX/Austin/2500-Longview-St-78705/unit-418/home/179153203
495000,"13269 Kerrville Folkway, Austin, TX 78729",4 beds,2 baths,"2,028",www.redfin.com/TX/Austin/13269-Kerrville-Folkway-78729/home/32804773
1150000,"610 Allen St #1, Austin, TX 78702",4 beds,3 baths,"2,173",www.redfin.com/TX/Austin/610-Allen-St-78702/unit-1/home/198825790
363478,"16041 Cowslip Way, Austin, TX 78725",5 beds,3 baths,"2,609",www.redfin.com/TX/Austin/16041-Cowslip-Way-78725/home/197739190
269091,"16033 Cowslip Way, Austin, TX 78724",3 beds,2 baths,"1,200",www.redfin.com/TX/Austin/16033-Cowslip-Way-78725/home/197739188
134999,"2500 Burleson Rd #601, Austin, TX 78741",1 bed,1 bath,389,www.redfin.com/TX/Austin/2500-Burleson-Rd-78741/unit-601/home/31635673
449000,"6101 Asa Dr, Austin, TX 78744",4 beds,5 baths,"2,024",www.redfin.com/TX/Austin/6101-Asa-Dr-78744/home/31949552
360000,"4208 Nixon Ln, Austin, TX 78725",3 beds,2 baths,"1,516",www.redfin.com/TX/Austin/4208-Nixon-Ln-78725/home/31386991
529000,"12003 N Commonwealth Way, Austin, TX 78759",6 beds,4 baths,"1,936",www.redfin.com/TX/Austin/12003-Commonwealth-Way-78759/home/31331984
1485000,"800 W 5th St #808, Austin, TX 78703",2 beds,2 baths,"2,422",www.redfin.com/TX/Austin/800-W-5th-St-78703/unit-808/home/30996496
595000,"305 E 50th St, Austin, TX 78751",2 beds,1 bath,"1,082",www.redfin.com/TX/Austin/305-E-50th-St-78751/home/31440357
423341,"5109 Monarda Mint Dr, Manor, TX 78653",4 beds,2 baths,"1,782",www.redfin.com/TX/Manor/5109-Monarda-Mint-Dr-78653/home/200198494
400000,"5515 Davis Ln #32, Austin, TX 78749",3 beds,3 baths,"1,927",www.redfin.com/TX/Austin/5515-Davis-Ln-78749/unit-32/home/30983769
409670,"5107 Monarda Mint Dr, Manor, TX 78653",3 beds,2 baths,"1,581",www.redfin.com/TX/Manor/5107-Monarda-Mint-Dr-78653/home/200197968
429000,"12825 Serafy Ct, Austin, TX 78753",4 beds,2.5 baths,"2,332",www.redfin.com/TX/Austin/12825-Serafy-Ct-78753/home/31540542
475000,"2801 Cornish Cir, Austin, TX 78745",4 beds,2 baths,"1,300",www.redfin.com/TX/Austin/2801-Cornish-Cir-78745/home/31964327
895000,"910 Nalide St Unit B, Austin, TX 78745",4 beds,3 baths,"2,310",www.redfin.com/TX/Austin/910-Nalide-St-78745/unit-B/home/171158205
1288000,"8708 Balcones Club Dr, Austin, TX 78750",5 beds,4.5 baths,"4,179",www.redfin.com/TX/Austin/8708-Balcones-Club-Dr-78750/home/31342512
690000,"113 Swallowtail Dr, Austin, TX 78737",3 beds,2.5 baths,"2,651",www.redfin.com/TX/Austin/113-Swallowtail-Dr-78737/home/84953714
550000,"10202 La Costa Dr, Austin, TX 78747",3 beds,3 baths,"2,980",www.redfin.com/TX/Austin/10202-La-Costa-Dr-78747/home/31840288
259000,"2210 Pearl St #301, Austin, TX 78705",2 beds,1 bath,513,www.redfin.com/TX/Austin/2210-Pearl-St-78705/unit-301/home/30967871
340000,"11405 Barns Trl, Austin, TX 78754",3 beds,2 baths,"1,667",www.redfin.com/TX/Austin/11405-Barns-Trl-78754/home/40131302
1999950,"110 Riva Ridge Pl, Austin, TX 78737",5 beds,5.5 baths,"5,426",www.redfin.com/TX/Austin/110-Riva-Ridge-Pl-78737/home/161391986
615000,"11702 Tedford St, Austin, TX 78753",4 beds,2 baths,"2,040",www.redfin.com/TX/Austin/11702-Tedford-St-78753/home/31915157
479000,"603 Davis St #1307, Austin, TX 78701",1 bed,1 bath,879,www.redfin.com/TX/Austin/603-Davis-St-78701/unit-1307/home/31124548
399999,"5809 Charles Merle Dr Unit B, Austin, TX 78747",3 beds,2.5 baths,"1,810",www.redfin.com/TX/Austin/5809-Charles-Merle-Dr-78747/unit-B/home/185194140
749999,"2902 Katter Ct, Austin, TX 78734",4 beds,3.5 baths,"2,902",www.redfin.com/TX/Austin/2902-Katter-Ct-78734/home/31307727
240000,"1101 Grove Blvd #803, Austin, TX 78741",1 bed,1.5 baths,879,www.redfin.com/TX/Austin/1101-Grove-Blvd-78741/unit-803/home/31143301
375000,"14712 Lake Victor Dr, Pflugerville, TX 78660",3 beds,2.5 baths,"1,993",www.redfin.com/TX/Pflugerville/14712-Lake-Victor-Dr-78660/home/52405247
349999,"800 Embassy Dr #204, Austin, TX 78702",1 bed,1 bath,755,www.redfin.com/TX/Austin/800-Embassy-Dr-78702/unit-204/home/147342276
985000,"2014 Gathright Cv Unit A, Austin, TX 78704",3 beds,2.5 baths,"1,830",www.redfin.com/TX/Austin/2014-Gathright-Cv-78704/unit-A/home/199065547
425000,"2220 Webberville Rd #207, Austin, TX 78702",2 beds,2 baths,"1,375",www.redfin.com/TX/Austin/2220-Webberville-Rd-78702/unit-207/home/179147439
279000,"5600 Victory Gallop, Del Valle, TX 78617",4 beds,2.5 baths,"2,068",www.redfin.com/TX/Del-Valle/5600-Victory-Gallop-Dr-78617/home/32013897
425000,"1306 Hazleton Cv, Austin, TX 78753",4 beds,3 baths,"2,270",www.redfin.com/TX/Austin/1306-Hazleton-Cv-78753/home/169745222
1100000,"2003 Wilson St #5, Austin, TX 78704",3 beds,3.5 baths,"2,156",www.redfin.com/TX/Austin/2003-Wilson-St-78704/unit-5/home/144010184
455000,"11512 Tin Cup Dr #205, Austin, TX 78750",3 beds,2.5 baths,"2,149",www.redfin.com/TX/Austin/11512-Tin-Cup-Dr-78750/unit-205/home/31343728
353000,"12501 Fallen Tower Ln, Austin, TX 78753",3 beds,2 baths,"1,259",www.redfin.com/TX/Austin/12501-Fallen-Tower-Ln-78753/home/31534978
469000,"7408 Wildcat Pass, Austin, TX 78757",3 beds,2.5 baths,"1,338",www.redfin.com/TX/Austin/7408-Wildcat-Pass-78757/home/109905231
489000,"4004 Banister Ln #115, Austin, TX 78704",2 beds,2 baths,"1,227",www.redfin.com/TX/Austin/4004-Banister-Ln-78704/unit-115/home/185363189
459000,"2941 E 14th St #2, Austin, TX 78702",2 beds,2.5 baths,841,www.redfin.com/TX/Austin/2941-E-14th-St-78702/unit-2/home/170194916
1650000,"8717 South View Rd, Austin, TX 78737",4 beds,2.5 baths,"2,743",www.redfin.com/TX/Austin/8717-South-View-Rd-78737/home/31717052
399900,"820 Stark St, Austin, TX 78756",3 beds,2 baths,"1,460",www.redfin.com/TX/Austin/820-Stark-St-78756/home/31460523
349000,"6000 Shepherd Mountain Cv #503, Austin, TX 78730",2 beds,2 baths,"1,150",www.redfin.com/TX/Austin/6000-Shepherd-Mountain-Cv-78730/unit-503/home/31120821
320000,"7116 Dancing Wind Ln, Del Valle, TX 78617",3 beds,2.5 baths,"1,387",www.redfin.com/TX/Del-Valle/7116-Dancing-Wind-Ln-78617/home/176234853
211000,"101 Clearday Dr #115, Austin, TX 78745",2 beds,1.5 baths,958,www.redfin.com/TX/Austin/101-Clearday-Dr-78745/unit-115/home/31780443
245000,"1748 Ohlen Rd #3, Austin, TX 78757",2 beds,2 baths,"1,194",www.redfin.com/TX/Austin/1748-Ohlen-Rd-78757/unit-3/home/31502678
219000,"8330 Fathom Cir #102, Austin, TX 78750",2 beds,2 baths,"1,432",www.redfin.com/TX/Austin/8330-Fathom-Cir-78750/unit-102/home/32778649
