price,street,beds,baths,sq ft,link
1225000,"4409 Banister Ln Bldg 1, Austin, TX 78745",4 beds,3.5 baths,"2,217",www.redfin.com/TX/Austin/4409-Banister-Ln-78745/unit-1/home/199025107
425000,"9317 Independence Loop, Austin, TX 78748",4 beds,2 baths,"1,846",www.redfin.com/TX/Austin/9317-Independence-Loop-78748/home/31811112
524000,"7107 Teaberry Dr, Austin, TX 78745",3 beds,2.5 baths,"1,716",www.redfin.com/TX/Austin/7107-Teaberry-Dr-78745/home/31780566
275000,"7606 Blessing Ave, Austin, TX 78752",3 beds,2 baths,"1,486",www.redfin.com/TX/Austin/7606-Blessing-Ave-78752/home/31469110
379999,"706 Short Kemp St #2, Austin, TX 78741",2 beds,1.5 baths,974,www.redfin.com/TX/Austin/706-Short-Kemp-St-78741/unit-2/home/31627076
548900,"7013 Woodford Way, Austin, TX 78744",4 beds,3.5 baths,"2,412",www.redfin.com/TX/Austin/7013-Woodford-Way-78744/home/179155496
550000,"16211 Monks Mountain Dr, Austin, TX 78734",4 beds,2 baths,"1,440",www.redfin.com/TX/Austin/16211-Monks-Mountain-Dr-78734/home/31299871
195000,"3839 SE Dry Creek Dr #244, Austin, TX 78731",1 bed,1 bath,712,www.redfin.com/TX/Austin/3839-Dry-Creek-Dr-78731/unit-244/home/31259063
354900,"11003 Pinehurst Dr #6, Austin, TX 78747",3 beds,2 baths,"2,166",www.redfin.com/TX/Austin/11003-Pinehurst-Dr-78747/unit-6/home/31842820
299900,"1305 Dominique Dr, Austin, TX 78753",3 beds,1 bath,"1,052",www.redfin.com/TX/Austin/1305-Dominique-Dr-78753/home/31526214
368500,"915 W 23rd St #108, Austin, TX 78705",2 beds,2 baths,928,www.redfin.com/TX/Austin/915-W-23rd-St-78705/unit-108/home/30967884
500000,"6502 Aldford Cir, Austin, TX 78745",3 beds,2 baths,"1,221",www.redfin.com/TX/Austin/6502-Aldford-Cir-78745/home/31966232
560000,"14901 Staked Plains Loop, Austin, TX 78717",3 beds,2 baths,"2,230",www.redfin.com/TX/Austin/14901-Staked-Plains-Loop-78717/home/32549685
869000,"2900 Pamella Ct, Austin, TX 78734",4 beds,3.5 baths,"3,997",www.redfin.com/TX/Austin/2900-Pamella-Ct-78734/home/31307728
2350000,"11601 Morningsun Dr, Austin, TX 78737",4 beds,5 baths,"3,994",www.redfin.com/TX/Austin/11601-Morningsun-Dr-78737/home/65993475
500000,"12604 Red Sparrow St #14, Austin, TX 78729",3 beds,2.5 baths,"1,779",www.redfin.com/TX/Austin/12604-Red-Sparrow-St-78729/unit-14/home/110204697
363999,"1207 Crupp Ct, Austin, TX 78753",3 beds,2.5 baths,"1,498",www.redfin.com/TX/Austin/1207-Crupp-Ct-78753/home/31528661
375000,"7705 Grovedale Trl, Austin, TX 78729",3 beds,2.5 baths,"1,265",www.redfin.com/TX/Austin/7705-Grovedale-Trl-78729/home/32799904
269000,"3840 Far West Blvd #113, Austin, TX 78731",2 beds,2 baths,981,www.redfin.com/TX/Austin/3840-Far-West-Blvd-78731/unit-113/home/31280414
399800,"3808 Ignacio Dr, Austin, TX 78744",4 beds,3 baths,"1,983",www.redfin.com/TX/Austin/3808-Ignacio-Dr-78744/home/147340928
460000,"7900 Clydesdale Dr, Austin, TX 78745",3 beds,2 baths,"1,234",www.redfin.com/TX/Austin/7900-Clydesdale-Dr-78745/home/31763344
869000,"301 Pressler St #204, Austin, TX 78703",1 bed,1.5 baths,847,www.redfin.com/TX/Austin/301-Pressler-St-78703/unit-204/home/198948727
999000,"300 Pressler St #206, Austin, TX 78703",1 bed,1 bath,917,www.redfin.com/TX/Austin/300-Pressler-St-78703/unit-206/home/198948666
1100000,"8200 Southwest Pkwy #604, Austin, TX 78735",3 beds,3 baths,"3,316",www.redfin.com/TX/Austin/8200-Southwest-Pkwy-78735/unit-604/home/147341446
2949000,"301 Pressler St #213, Austin, TX 78703",3 beds,3.5 baths,"2,340",www.redfin.com/TX/Austin/301-Pressler-St-78703/unit-213/home/198948660
256500,"4503 Halliday Ave, Austin, TX 78725",4 beds,2 baths,"1,288",www.redfin.com/TX/Austin/4503-Halliday-Ave-78725/home/31143340
1600000,"701 Brownlee Cir, Austin, TX 78703",3 beds,3 baths,"1,807",www.redfin.com/TX/Austin/701-Brownlee-Cir-78703/home/31214713
240000,"9015 Cattle Baron Path #502, Austin, TX 78747",2 beds,2.5 baths,"1,340",www.redfin.com/TX/Austin/9015-Cattle-Baron-Path-78747/unit-502/home/176236647
725000,"903 Redd St #1, Austin, TX 78745",3 beds,2.5 baths,"2,302",www.redfin.com/TX/Austin/903-Redd-St-78745/unit-1/home/194001483
824900,"9504 Wiggy Way, Austin, TX 78744",4 beds,4.5 baths,"3,413",www.redfin.com/TX/Austin/9504-Wiggy-Way-78744/home/179154287
393000,"2420 Drew Ln #7, Austin, TX 78748",2 beds,2.5 baths,"1,039",www.redfin.com/TX/Austin/2420-Drew-Ln-78748/unit-7/home/198440641
1250000,"1900 Piedmont Ave, Austin, TX 78757",4 beds,4.5 baths,"2,368",www.redfin.com/TX/Austin/1900-Piedmont-Ave-78757/home/31477480
285000,"6213 Felix Ave Unit B, Austin, TX 78741",2 beds,1 bath,851,www.redfin.com/TX/Austin/6213-Felix-Ave-78741/unit-B/home/31626892
460000,"11116 Jim Thorpe Ln, Austin, TX 78748",4 beds,2.5 baths,"1,875",www.redfin.com/TX/Austin/11116-Jim-Thorpe-Ln-78748/home/30989592
179000,"7801 Shoal Creek Blvd #240, Austin, TX 78757",2 beds,1 bath,789,www.redfin.com/TX/Austin/7801-Shoal-Creek-Blvd-78757/unit-240/home/31496298
1990000,"3705 Bridle Path, Austin, TX 78703",3 beds,2 baths,"2,034",www.redfin.com/TX/Austin/3705-Bridle-Path-78703/home/31234049
549900,"7005 Woodford Way, Austin, TX 78744",4 beds,3.5 baths,"2,412",www.redfin.com/TX/Austin/7005-Woodford-Way-78744/home/179155492
3456767,"2904 Westhill Dr, Austin, TX 78704",5 beds,4.5 baths,"3,530",www.redfin.com/TX/Austin/2904-Westhill-Dr-78704/home/31678949
399900,"8200 Neely Dr #206, Austin, TX 78759",2 beds,2 baths,"1,144",www.redfin.com/TX/Austin/8200-Neely-Dr-78759/unit-206/home/31891224
404990,"9300 Corvallis Dr, Austin, TX 78747",5 beds,3 baths,"2,453",www.redfin.com/TX/Austin/9300-Corvallis-DR-78747/home/198066200
599000,"2517 Simond Ave Unit B, Austin, TX 78723",2 beds,2.5 baths,"1,225",www.redfin.com/TX/Austin/2517-Simond-Ave-78723/unit-B/home/187494394
269900,"910 Duncan Ln #57, Austin, TX 78705",2 beds,2 baths,"1,010",www.redfin.com/TX/Austin/910-Duncan-Ln-78705/unit-57/home/31406942
684500,"1800 E 14th, Austin, TX 78702-1204",2 beds,2 baths,"1,562",www.redfin.com/TX/Austin/1800-E-14th-St-78702/home/31381527
320000,"13517 Brahmin Dr, Austin, TX 78724",4 beds,2 baths,"1,845",www.redfin.com/TX/Austin/13517-Brahmin-Dr-78724/home/172478807
595000,"2905 Jones Rd, Sunset Valley, TX 78745",2 beds,2 baths,"2,010",www.redfin.com/TX/Sunset-Valley/2905-Jones-Rd-78745/home/31959492
1090000,"2301 S 5th St #5, Austin, TX 78704",3 beds,3.5 baths,"2,060",www.redfin.com/TX/Austin/2301-S-5th-St-78704/unit-5/home/32319090
899000,"4819 Spicewood Springs Rd Rd, Austin, TX 78759",3 beds,2.5 baths,"3,083",www.redfin.com/TX/Austin/4819-Spicewood-Springs-Rd-78759/home/31302427
659000,"1000 Liberty Park Dr #307, Austin, TX 78746",2 beds,2 baths,"1,396",www.redfin.com/TX/Austin/1000-Liberty-Park-Dr-78746/unit-307/home/31209089
549900,"1712 Alleghany Dr, Austin, TX 78741",5 beds,3.5 baths,"1,744",www.redfin.com/TX/Austin/1712-Alleghany-Dr-78741/home/31631014
595000,"13004 Scofield Farms Dr, Austin, TX 78727",4 beds,2 baths,"2,553",www.redfin.com/TX/Austin/13004-Scofield-Farms-Dr-78727/home/31552606
559000,"9437 Caves Valley Dr, Austin, TX 78717",3 beds,2 baths,"2,281",www.redfin.com/TX/Austin/9437-Caves-Valley-Dr-78717/home/32506394
1099000,"3309 Westhill Unit A & B, Austin, TX 78704",4 beds,3 baths,"3,378",www.redfin.com/TX/Austin/3309-Westhill-Dr-78704/unit-B/home/185134690
699000,"8101 Parkdale Dr, Austin, TX 78757",4 beds,2 baths,"1,448",www.redfin.com/TX/Austin/8101-Parkdale-Dr-78757/home/31497328
885000,"3905 Emory Peak Pass, Austin, TX 78731",4 beds,3.5 baths,"2,178",www.redfin.com/TX/Austin/3905-Emory-Peak-Pass-78703/home/169384402
129900,"2450 Wickersham Ln #101, Austin, TX 78741",1 bed,1 bath,704,www.redfin.com/TX/Austin/2450-Wickersham-Ln-78741/unit-101/home/31639567
3085000,"610 Davis St #4304, Austin, TX 78701",3 beds,3.5 baths,"2,324",www.redfin.com/TX/Austin/610-Davis-St-78701/unit-4304/home/198911577
599000,"4315 S Congress Ave #102, Austin, TX 78745",1 bed,1 bath,"1,089",www.redfin.com/TX/Austin/4315-S-Congress-Ave-78745/unit-102/home/198909652
336000,"4004 Banister Ln #303, Austin, TX 78704",2 beds,1 bath,870,www.redfin.com/TX/Austin/4004-Banister-Ln-78704/unit-303/home/187491982
359000,"11125 Visa Rose Dr, Austin, TX 78748",4 beds,2.5 baths,"2,102",www.redfin.com/TX/Austin/11125-Visa-Rose-Dr-78748/home/31985673
2222750,"610 Davis St #4501, Austin, TX 78701",3 beds,3 baths,"1,951",www.redfin.com/TX/Austin/610-Davis-St-78701/unit-4501/home/198908980
1790000,"5717 Lost Horizon Dr #2, Austin, TX 78759",6 beds,5.5 baths,"3,756",www.redfin.com/TX/Austin/5717-Lost-Horizon-Dr-78759/unit-2/home/178279746
389900,"4711 Lake Champlain Ln #164, Austin, TX 78754",4 beds,2.5 baths,"2,282",www.redfin.com/TX/Austin/4711-Lake-Champlain-Ln-78754/unit-164/home/31014051
535000,"360 Nueces St #4203, Austin, TX 78701",1 bed,1 bath,728,www.redfin.com/TX/Austin/360-Nueces-St-78701/unit-4203/home/31185432
2399900,"2303 Westworth Cir, Austin, TX 78704",5 beds,4.5 baths,"3,641",www.redfin.com/TX/Austin/2303-Westworth-Cir-78704/home/31683215
675000,"827 Gullett St, Austin, TX 78702",4 beds,2 baths,"1,400",www.redfin.com/TX/Austin/827-Gullett-St-78702/home/31369910
699900,"5001 Childers Path, Austin, TX 78741",3 beds,3.5 baths,"2,090",www.redfin.com/TX/Austin/5001-Childers-Path-78741/home/188694243
239000,"2320 Gracy Farms Ln #1131, Austin, TX 78758",3 beds,2 baths,"1,192",www.redfin.com/TX/Austin/2320-Gracy-Farms-Ln-78758/unit-1131/home/31134171
915000,"1806 Alta Vista Ave, Austin, TX 78704",3 beds,1.5 baths,"1,982",www.redfin.com/TX/Austin/1806-Alta-Vista-Ave-78704/home/31617934
549000,"1400 Cripple Creek Dr, Austin, TX 78758",3 beds,2 baths,"1,384",www.redfin.com/TX/Austin/1400-Cripple-Creek-Dr-78758/home/31518751
435000,"12003 Thompkins Dr, Austin, TX 78753",3 beds,2 baths,"1,375",www.redfin.com/TX/Austin/12003-Thompkins-Dr-78753/home/31528756
995000,"4803 Philco Dr, Austin, TX 78745",3 beds,2.5 baths,"2,463",www.redfin.com/TX/Austin/4803-Philco-Dr-78745/home/31711276
398000,"2624 Metcalfe Rd #2, Austin, TX 78741",2 beds,2 baths,"1,114",www.redfin.com/TX/Austin/2624-Metcalfe-Rd-78741/unit-2/home/172471491
550000,"4315 S Congress Ave #327, Austin, TX 78745",2 beds,2 baths,"1,210",www.redfin.com/TX/Austin/4315-S-Congress-Ave-78745/unit-327/home/191782810
425000,"4315 S Congress Ave #219, Austin, TX 78745",2 beds,2 baths,973,www.redfin.com/TX/Austin/4315-S-Congress-Ave-78745/unit-219/home/189836733
499988,"1008 Wilks Ave, Austin, TX 78752",4 beds,2 baths,"1,610",www.redfin.com/TX/Austin/1008-Wilks-Ave-78752/home/31466217
325000,"4315 S Congress Ave #330, Austin, TX 78745",1 bed,1 bath,761,www.redfin.com/TX/Austin/4315-S-Congress-Ave-78745/unit-330/home/191782812
275000,"4315 S Congress Ave #424, Austin, TX 78745",0 beds,1 bath,524,www.redfin.com/TX/Austin/4315-S-Congress-Ave-78745/unit-424/home/182561886
200000,"7801 Shoal Creek Blvd #203, Austin, TX 78757",2 beds,1 bath,786,www.redfin.com/TX/Austin/7801-Shoal-Creek-Blvd-78757/unit-203/home/31496351
439900,"12302 Havelock Dr, Austin, TX 78759",3 beds,2 baths,"1,328",www.redfin.com/TX/Austin/12302-Havelock-Dr-78759/home/31928647
399000,"7421 Peggie Nell Dr, Austin, TX 78724",4 beds,3 baths,"2,322",www.redfin.com/TX/Austin/7421-Peggie-Nell-Dr-78724/home/172478062
369900,"6408 Routenburn St, Austin, TX 78754",4 beds,2 baths,"1,722",www.redfin.com/TX/Austin/6408-Routenburn-St-78754/home/169738391
530000,"5611 Joe Sayers Ave, Austin, TX 78756",2 beds,1 bath,970,www.redfin.com/TX/Austin/5611-Joe-Sayers-Ave-78756/home/31458945
439000,"9404 Ocean Going Ct, Austin, TX 78748",4 beds,3 baths,"2,423",www.redfin.com/TX/Austin/9404-Ocean-Going-Ct-78748/home/109901567
425000,"12935 Withers Way, Austin, TX 78727",3 beds,2 baths,"1,696",www.redfin.com/TX/Austin/12935-Withers-Way-78727/home/31552692
520000,"5500 Chadwyck Dr, Austin, TX 78723",3 beds,2 baths,"1,561",www.redfin.com/TX/Austin/5500-Chadwyck-Dr-78723/home/31422219
3750000,"2503 Dip Cv, Austin, TX 78704",5 beds,5 baths,"3,510",www.redfin.com/TX/Austin/2503-Dip-Cv-78704/home/31201665
384871,"9009 Hamadryas Dr, Austin, TX 78744",3 beds,2.5 baths,"1,580",www.redfin.com/TX/Austin/9009-Hamadryas-Dr-78744/home/179153833
815000,"15150 Galena Dr, Austin, TX 78717",5 beds,3.5 baths,"3,194",www.redfin.com/TX/Austin/15150-Galena-Dr-78717/home/32928094
325000,"5904 Garden Oaks Dr, Austin, TX 78745",3 beds,1.5 baths,936,www.redfin.com/TX/Austin/5904-Garden-Oaks-Dr-78745/home/31754075
525000,"1210 Luna St #2, Austin, TX 78721",2 beds,2.5 baths,"1,000",www.redfin.com/TX/Austin/1210-Luna-St-78721/unit-2/home/166808934
430000,"9209 Meyrick Park Trl, Austin, TX 78717",3 beds,2 baths,"1,858",www.redfin.com/TX/Austin/9209-Meyrick-Park-Trl-78717/home/32987867
275000,"2320 Gracy Farms Ln #1432, Austin, TX 78758",3 beds,2 baths,"1,192",www.redfin.com/TX/Austin/2320-Gracy-Farms-Ln-78758/unit-1432/home/31133793
625000,"7207 Auburn Blaze Ln, Austin, TX 78744",5 beds,3 baths,"3,283",www.redfin.com/TX/Austin/7207-Auburn-Blaze-Ln-78744/home/109914074
2275000,"1501 Canterbury St, Austin, TX 78702",3 beds,3.5 baths,"2,328",www.redfin.com/TX/Austin/1501-Canterbury-St-78702/home/31362969
2299990,"6006 Silent Nova Vw, Austin, TX 78730",5 beds,6 baths,"3,827",www.redfin.com/TX/Austin/6006-Silent-Nova-Vw-78730/home/194407961
1999000,"214 Midnight Sky Dr, Austin, TX 78737",4 beds,4.5 baths,"4,930",www.redfin.com/TX/Austin/214-Midnight-Sky-DR-78737/home/198867570
314490,"14305 Matterod Dr, Del Valle, TX 78617",3 beds,2 baths,"1,463",www.redfin.com/TX/Del-Valle/14305-Matterod-Dr-78617/home/198860520
499000,"817 Sirocco Dr Unit A & B, Austin, TX 78745",4 beds,3 baths,"1,795",www.redfin.com/TX/Austin/817-Sirocco-Dr-78745/unit-A-B/home/198874849
729000,"7200 Cordoba Dr, Austin, TX 78724",3 beds,3.5 baths,"3,135",www.redfin.com/TX/Austin/7200-Cordoba-Dr-78724/home/31127780
420000,"304 Blackson Ave Unit A, Austin, TX 78752",3 beds,2.5 baths,"1,387",www.redfin.com/TX/Austin/304-Blackson-Ave-78752/unit-A/home/176234358
725000,"2105 Allred Dr, Austin, TX 78748",4 beds,2 baths,"1,822",www.redfin.com/TX/Austin/2105-Allred-Dr-78748/home/31819973
365000,"3016 Guadalupe St #303, Austin, TX 78705",2 beds,2 baths,"1,100",www.redfin.com/TX/Austin/3016-Guadalupe-St-78705/unit-303/home/31128193
950000,"2326 Hartford Rd, Austin, TX 78703",4 beds,2 baths,"2,366",www.redfin.com/TX/Austin/2326-Hartford-Rd-78703/home/31230159
318000,"11017 Roderick Lawson Ln, Austin, TX 78754",3 beds,2 baths,"1,627",www.redfin.com/TX/Austin/11017-Roderick-Lawson-Ln-78754/home/40130801
331490,"14317 Matterod Dr, Del Valle, TX 78617",4 beds,2 baths,"1,637",www.redfin.com/TX/Del-Valle/14317-Matterod-Dr-78617/home/198860521
725000,"3507 Harmon Ave, Austin, TX 78705",3 beds,3.5 baths,"2,381",www.redfin.com/TX/Austin/3507-Harmon-Ave-78705/home/32299344
399000,"10509 Defender Trl, Austin, TX 78754",4 beds,2 baths,"1,922",www.redfin.com/TX/Austin/10509-Defender-Trl-78754/home/176236014
1064900,"373 Leaning Rock Rdg, Austin, TX 78737",5 beds,4.5 baths,"3,798",www.redfin.com/TX/Austin/373-Leaning-Rock-Rdg-78737/home/197881044
375000,"9000 Marsh Dr, Austin, TX 78748",4 beds,2 baths,"1,590",www.redfin.com/TX/Austin/9000-Marsh-Dr-78748/home/31792706
425000,"611 E 45th St #8, Austin, TX 78751",3 beds,2.5 baths,"1,385",www.redfin.com/TX/Austin/611-E-45th-St-78751/unit-8/home/31424250
342500,"825 Watson Way, Pflugerville, TX 78660",3 beds,2 baths,"1,733",www.redfin.com/TX/Pflugerville/825-Watson-Way-78660/home/31172098
649900,"14829 Irondale Dr, Austin, TX 78717",5 beds,3.5 baths,"3,152",www.redfin.com/TX/Austin/14829-Irondale-Dr-78717/home/32916340
360000,"4004 Banister Ln #309, Austin, TX 78704",1 bed,1 bath,675,www.redfin.com/TX/Austin/4004-Banister-Ln-78704/unit-309/home/148719625
540000,"10219 W Rutland Vlg, Austin, TX 78758",3 beds,2 baths,"1,606",www.redfin.com/TX/Austin/10219-W-Rutland-Vlg-78758/home/31523040
1099000,"360 Nueces St #4211, Austin, TX 78701",1 bed,2 baths,"1,280",www.redfin.com/TX/Austin/360-Nueces-St-78701/unit-4211/home/31185424
389660,"5901 Beverly Prairie Rd, Del Valle, TX 78617",4 beds,2.5 baths,"2,078",www.redfin.com/TX/Del-Valle/5901-Beverly-Prairie-Rd-78617/home/198839908
769000,"360 Nueces St #2105, Austin, TX 78701",2 beds,2 baths,"1,225",www.redfin.com/TX/Austin/360-Nueces-St-78701/unit-2105/home/31184131
4500000,"4500 Bunny Run, Austin, TX 78746",6 beds,6 baths,"5,443",www.redfin.com/TX/Austin/4500-Bunny-Run-78746/home/31267146
1800000,"2712 Hillview Green Ln, Austin, TX 78703",3 beds,2.5 baths,"2,851",www.redfin.com/TX/Austin/2712-Hillview-Green-Ln-78703/home/31239365
899000,"10033 Scull Creek Dr, Austin, TX 78730",3 beds,2.5 baths,"3,204",www.redfin.com/TX/Austin/10033-Scull-Creek-Dr-78730/home/31297169
750000,"2406 Santa Maria St, Austin, TX 78702",1 bed,2 baths,"1,394",www.redfin.com/TX/Austin/2406-Santa-Maria-St-78702/home/31364237
484000,"6901 Windrift Way, Austin, TX 78745",3 beds,2 baths,"1,212",www.redfin.com/TX/Austin/6901-Windrift-Way-78745/home/31769368
619000,"15617 Staffordshire Ln, Austin, TX 78717",4 beds,2.5 baths,"3,048",www.redfin.com/TX/Austin/15617-Staffordshire-Ln-78717/home/32937354
720000,"4608 Frontier Trl, Austin, TX 78745",4 beds,2 baths,"2,094",www.redfin.com/TX/Austin/4608-Frontier-Trl-78745/home/31955171
1150000,"301 West Ave #2201, Austin, TX 78701",2 beds,2 baths,"1,016",www.redfin.com/TX/Austin/301-West-Ave-78701/unit-2201/home/147343181
1750000,"3503 Rivercrest Dr, Austin, TX 78746",3 beds,3.5 baths,"2,123",www.redfin.com/TX/Austin/3503-Rivercrest-Dr-78746/home/31255973
285000,"15108 Walcott Dr, Austin, TX 78725",3 beds,2 baths,"1,617",www.redfin.com/TX/Austin/15108-Walcott-Dr-78725/home/109896828
2390000,"4501 Spanish Oaks Club Blvd #9, Austin, TX 78738",4 beds,3 baths,"3,458",www.redfin.com/TX/Austin/4501-Spanish-Oaks-Club-Blvd-78738/unit-9/home/30993662
446000,"54 Rainey St #416, Austin, TX 78701",1 bed,1 bath,852,www.redfin.com/TX/Austin/54-Rainey-St-78701/unit-416/home/31062919
289900,"6000 Shepherd Mountain Cv #407, Austin, TX 78730",2 beds,1 bath,814,www.redfin.com/TX/Austin/6000-Shepherd-Mountain-Cv-78730/unit-407/home/31120851
250000,"11901 Swearingen Dr #39, Austin, TX 78758",2 beds,2 baths,963,www.redfin.com/TX/Austin/11901-Swearingen-Dr-78758/unit-39/home/31534880
995000,"1116 Mariposa Dr Unit D, Austin, TX 78704",3 beds,2.5 baths,"2,016",www.redfin.com/TX/Austin/1116-Mariposa-Dr-78704/unit-D/home/144009042
364000,"11317 Lost Maples Trl, Austin, TX 78748",3 beds,2.5 baths,"1,821",www.redfin.com/TX/Austin/11317-Lost-Maples-Trl-78748/home/44652435
3250000,"2404 Arpdale St, Austin, TX 78704",5 beds,4.5 baths,"3,918",www.redfin.com/TX/Austin/2404-Arpdale-St-78704/home/31201360
1199800,"555 E 5th St #911, Austin, TX 78701",2 beds,2.5 baths,"1,714",www.redfin.com/TX/Austin/555-E-5th-St-78701/unit-911/home/31041679
3500000,"1510 Gaston Ave, Austin, TX 78703",4 beds,4.5 baths,"4,892",www.redfin.com/TX/Austin/1510-Gaston-Ave-78703/home/31232964
749000,"2405 Bahama Rd, Austin, TX 78733",3 beds,2 baths,"1,904",www.redfin.com/TX/Austin/2405-Bahama-Rd-78733/home/31266709
2499000,"2902 Cedarview Dr, Austin, TX 78704",4 beds,4.5 baths,"3,234",www.redfin.com/TX/Austin/2902-Cedarview-Dr-78704/home/31676859
600000,"2709 E 13th St, Austin, TX 78702",3 beds,2.5 baths,"1,763",www.redfin.com/TX/Austin/2709-E-13th-St-78702/home/39931158
599000,"3507 Lovage Dr, Austin, TX 78727",3 beds,2.5 baths,"2,232",www.redfin.com/TX/Austin/3507-Lovage-Dr-78727/home/31934232
269500,"4801 Springdale Rd #1106, Austin, TX 78723",1 bed,1 bath,701,www.redfin.com/TX/Austin/4801-Springdale-Rd-78723/unit-1106/home/190243703
479000,"5228 Basswood Ln, Austin, TX 78723",3 beds,2 baths,"1,316",www.redfin.com/TX/Austin/5228-Basswood-Ln-78723/home/31414543
250000,"2200 Dickson Dr #113, Austin, TX 78704",1 bed,1 bath,640,www.redfin.com/TX/Austin/2200-Dickson-Dr-78704/unit-113/home/31681164
799000,"2805 Mccurdy St #4, Austin, TX 78723",3 beds,3.5 baths,"2,189",www.redfin.com/TX/Austin/2805-McCurdy-St-78723/unit-4/home/198828058
396200,"610 Davis St #2607, Austin, TX 78701",1 bed,1 bath,621,www.redfin.com/TX/Austin/610-Davis-St-78701/unit-2607/home/198828019
6500000,"2521 Harris Blvd, Austin, TX 78703",5 beds,5.5 baths,"5,102",www.redfin.com/TX/Austin/2521-Harris-Blvd-78703/home/31233187
854000,"610 Davis St #2008, Austin, TX 78701",2 beds,2 baths,"1,174",www.redfin.com/TX/Austin/610-Davis-St-78701/unit-2008/home/198827670
414900,"5704 Gloucester Ln Unit A, Austin, TX 78723",3 beds,2 baths,"1,442",www.redfin.com/TX/Austin/5704-Gloucester-Ln-78723/unit-A/home/31427120
430000,"3705 Manorwood Rd, Austin, TX 78723",2 beds,1 bath,829,www.redfin.com/TX/Austin/3705-Manorwood-Rd-78723/home/31403539
415000,"814 N Bluff Dr #87, Austin, TX 78745",2 beds,2.5 baths,"1,570",www.redfin.com/TX/Austin/814-N-Bluff-Dr-78745/unit-87/home/187497997
259000,"708 Graham Pl #205, Austin, TX 78705",2 beds,2 baths,604,www.redfin.com/TX/Austin/708-Graham-Pl-78705/unit-205/home/31398276
475000,"3206 Barnsley Dr, Austin, TX 78745",3 beds,2 baths,"1,462",www.redfin.com/TX/Austin/3206-Barnsley-Dr-78745/home/31740254
558000,"2121 S Congress Ave Unit 518B, Austin, TX 78704",1 bed,1 bath,678,www.redfin.com/TX/Austin/2121-S-Congress-Ave-78704/unit-518B/home/198827052
4450000,"203 Bella Riva Dr, Austin, TX 78734",5 beds,6 baths,"6,326",www.redfin.com/TX/Austin/203-Bella-Riva-Dr-78734/home/31307807
1695000,"3307 Rivercrest Dr, Austin, TX 78746",3 beds,3 baths,"2,812",www.redfin.com/TX/Austin/3307-Rivercrest-Dr-78746/home/31255968
525000,"14424 Tuscola Cir, Austin, TX 78734",3 beds,2.5 baths,"1,786",www.redfin.com/TX/Austin/14424-Tuscola-Cir-78734/home/31292171
665000,"210 Lavaca St #1809, Austin, TX 78701",1 bed,1 bath,641,www.redfin.com/TX/Austin/210-Lavaca-St-78701/unit-1809/home/40130623
790000,"8200 Southwest Pkwy #321, Austin, TX 78735",3 beds,2 baths,"2,376",www.redfin.com/TX/Austin/8200-Southwest-Pkwy-78735/unit-321/home/147341442
299950,"12206 Tyson Cv Unit B, Austin, TX 78758",2 beds,1.5 baths,936,www.redfin.com/TX/Austin/12206-Tyson-Cv-78758/unit-B/home/177570167
350000,"8203 Colony Loop Dr, Austin, TX 78724",4 beds,2 baths,"1,748",www.redfin.com/TX/Austin/8203-Colony-Loop-Dr-78724/home/31906468
1495000,"804 Canyon Creek Dr, Austin, TX 78746",3 beds,2.5 baths,"2,448",www.redfin.com/TX/Austin/804-Canyon-Creek-Dr-78746/home/31242877
595000,"3308 Silk Oak Dr, Austin, TX 78748",3 beds,2.5 baths,"1,974",www.redfin.com/TX/Austin/3308-Silk-Oak-Dr-78748/home/31794997
2999900,"2900 Water Bank Cv, Austin, TX 78746",5 beds,6.5 baths,"5,201",www.redfin.com/TX/Austin/2900-Waterbank-Cv-78746/home/31249348
515000,"12216 Scribe Dr, Austin, TX 78759",3 beds,2 baths,"1,520",www.redfin.com/TX/Austin/12216-Scribe-Dr-78759/home/31931201
674900,"5504 Mapleleaf Dr, Austin, TX 78723",3 beds,2 baths,"1,542",www.redfin.com/TX/Austin/5504-Mapleleaf-Dr-78723/home/31425960
699000,"2205 N Plains Ave, Austin, TX 78757",3 beds,2.5 baths,"1,424",www.redfin.com/TX/Austin/2205-N-Plains-Ave-78757/home/31492230
320000,"9015 Cattle Baron Path #2001, Austin, TX 78747",3 beds,2.5 baths,"1,493",www.redfin.com/TX/Austin/9015-Cattle-Baron-Path-78747/unit-2001/home/176238663
1075000,"1611 Ridgehaven Dr, Austin, TX 78723",4 beds,3 baths,"2,162",www.redfin.com/TX/Austin/1611-Ridgehaven-Dr-78723/home/31437119
1110000,"13240 Villa Montana Way, Austin, TX 78732",3 beds,3.5 baths,"3,895",www.redfin.com/TX/Austin/13240-Villa-Montana-Way-78732/home/31078498
795000,"1506 W 13th St #1, Austin, TX 78703",2 beds,2 baths,"1,462",www.redfin.com/TX/Austin/1506-W-13th-St-78703/unit-1/home/31218239
215000,"7801 Shoal Creek Blvd #130, Austin, TX 78757",2 beds,1.5 baths,944,www.redfin.com/TX/Austin/7801-Shoal-Creek-Blvd-78757/unit-130/home/31496271
955000,"2301 S 5th St #6, Austin, TX 78704",3 beds,3.5 baths,"2,060",www.redfin.com/TX/Austin/2301-S-5th-St-78704/unit-6/home/32319083
